section,title,url,text
General,Change Minimum and Maximum Reps for Exercises in a Program,https://help.macrofactorapp.com/en/articles/294-change-minimum-and-maximum-reps-for-exercises-in-a-program,"1. Go to the **Workout** tab.
2. Tap your active program (for example, *Intermediate Full Body*). **Note:** Do not open the program using the right arrow. Tap directly in the middle of the program to view the full program schedule with all exercise cycles.

   ![](https://staticfiles.gleap.io/gattachments/ZYwsViL8yHR0p43Ma8Dy1NlfVQALrXwQ9V2uNkxYN8EVkxCiJhYd5Whr6hy1jEgxN3EQnzAEdX7.png)
3. Scroll to the exercise you want to change.
4. Tap inside the exercise details area where cycles, sets, reps, and RIR are shown.

   ![](https://staticfiles.gleap.io/gattachments/KsJfNvzgUu3vsNyMYJOgZhlVOdckKRe6EONDssXdKv0yxVscNWkk765bc5Lk6pgEHIcxlST9l4W.png)
5. Tap the rep minimum or maximum value you want to edit.

   ![](https://staticfiles.gleap.io/gattachments/JYwYwmUIDpnYr1AAyz59XTgaF2hdWuAjp7YYEcxguXsjPPp3gMjAyJRXuQFCkOiv0q5SbNkiYoM.png)
6. Adjust the rep range as needed.
7. When you’re done, you have a few options for saving your changes:

**Option 1**: You can save these changes for only that workout cycle and simply tap the **Save** button.  
  
**Option 2**: You can save these changes across all cycles and tap **Save To All Cycles**.

**Note:** If you choose to save these changes for all cycles, the app will also update sets and RIR for all cycles. Make sure this is what you want before saving.

**Option 3:** If you want to apply the same reps to all exercises and all cycles, tap **More Options**.

**Note:** If you choose to save these changes for all cycles and all exercises, the app will also update sets and RIR for all cycles and exercises. Make sure this is what you want before saving.

## Read next:

Now that you’ve learned how to change reps for exercises in a program, you might enjoy one of these articles next:

[Change Sets for Exercises in a Program](https://help.macrofactorapp.com/en/articles/295-change-sets-for-exercises-in-a-program)  
[Setting RIR for Exercises in a Program](https://help.macrofactorapp.com/en/articles/293-setting-rir-for-exercises-in-a-program)  
[Using Smart Progressions](https://help.macrofactorapp.com/en/articles/305-understanding-and-using-smart-progressions)"
General,Change Sets for Exercises in a Program,https://help.macrofactorapp.com/en/articles/295-change-sets-for-exercises-in-a-program,"1. Go to the **Workout**.
2. Tap your active program (for example, *Intermediate Full Body*). **Note:** Do not open the program using the right arrow. Tap directly in the middle of the program to view the full program schedule with all exercise cycles.

   ![](https://staticfiles.gleap.io/gattachments/ZYwsViL8yHR0p43Ma8Dy1NlfVQALrXwQ9V2uNkxYN8EVkxCiJhYd5Whr6hy1jEgxN3EQnzAEdX7.png)
3. Scroll to the exercise you want to change.
4. Tap inside the exercise details area where cycles, sets, reps, and RIR are shown.

   ![](https://staticfiles.gleap.io/gattachments/8scMBN4LHugXOU2XDWqnVaTBDwvRBQ5sQscC0tJkyovgG1k9shV1KgZYjLou2qgrHFScJa4BNT6.png)
5. To remove sets: swipe the set to the left.

   ![](https://staticfiles.gleap.io/gattachments/d6J2OUODQMiKSVrSmfHHpqiZUAjbqYEKbE8xhwZv3TiIlHwUBnGXZBDc1TX0UQAWc4t5lRgZz3z.png)
6. To add sets: tap the **+** button on the left side.

   ![](https://staticfiles.gleap.io/gattachments/ivBkaeaDng6KY07gOdPQrtrGWCw7TLyrLa4ismWjTwfoKT9r0SLgxPgCk10VnvzhSnB3X1pBiuw.png)

When you’re done you have a few options of how to save your changes.  
  
**Option 1**: You can save these changes for only that workout cycle and simply tap the **Save** button.  
  
**Option 2**: You can save these changes across all cycles and tap **Save To All Cycles**. 

**Note:** If you choose to save these changes for all cycles, the app will also update minimum and maximum reps and RIR for all cycles. Make sure this is what you want before saving.

**Option 3:** If you want to apply the same reps to all exercises and all cycles, tap **More Options**.

**Note:** If you choose to save these changes for all cycles and all exercises, the app will also update the minimum and maximum reps and RIR for all cycles and exercises. Make sure this is what you want before saving.

## Read next:

Now that you’ve learned how to change sets for exercises in a program, you might enjoy one of these articles next:

[Change Minimum or Maximum Reps for Exercises in a Program](https://help.macrofactorapp.com/en/articles/294-change-minimum-and-maximum-reps-for-exercises-in-a-program)  
[Setting RIR from Exercises in a Program](https://help.macrofactorapp.com/en/articles/293-setting-rir-for-exercises-in-a-program)  
[Viewing Sets and Volume Over Time](https://help.macrofactorapp.com/en/articles/343-viewing-sets-and-volume-over-time)"
General,Reorder Exercises in a Program,https://help.macrofactorapp.com/en/articles/296-reorder-exercises-in-a-program,"1. Go to the **Workout** tab.
2. Tap the program you want to edit (for example, *Beginner Full Body*).
3. Select the workout day you want to rearrange (for example, *Workout A*).
4. Tap **Reorder** from the action bar.
5. Press and hold an exercise, then drag it into the order you want.
6. Tap **Done** when you are finished.

## Read next:

Now that you’ve learned how to reorder exercises in a program, you might enjoy one of these articles next:

[Swap Exercises](https://help.macrofactorapp.com/en/articles/332-swap-exercises)  
[Creating Custom Exercises](https://help.macrofactorapp.com/en/articles/328-how-to-create-a-custom-exercise)  
[Change the Program Schedule](https://help.macrofactorapp.com/en/articles/301-change-program-schedule)"
General,Deload First Cycle or Last Cycle,https://help.macrofactorapp.com/en/articles/297-deload-first-cycle-or-last-cycle,"Deloads reduce training stress by temporarily lowering intensity or volume. Some people use a deload at the start of a training block to ease into new workloads and limit soreness. Others prefer a deload at the end of a block to promote recovery and feel fresher going into the next phase.

1. Go to the **Workout** tab.
2. Tap your active program.
3. Tap the **program settings icon** in the top-right corner.
4. Scroll down to **Deload** and tap **Edit**.
5. Select one of the following options:

**None:** Train continuously without scheduled reductions in intensity or volume.

**First Cycle:** Start each training block with a lower-intensity cycle to ease into new workloads and reduce soreness.

**Last Cycle**: Finish each training block with a lighter cycle to promote recovery and readiness for the next phase.

6. Tap the **X** to return to your workout program and save your selection.

## Read next:

Now that you’ve learned about deloading your first cycle or last cycle, you might enjoy one of these articles next:

[Change Number of Cycles in a Program](https://help.macrofactorapp.com/en/articles/302-change-number-of-cycles-in-a-program)  
[Understanding Smart Progressions](https://help.macrofactorapp.com/en/articles/305-understanding-and-using-smart-progressions)  
[Viewing Exercise Performance Over Time](https://help.macrofactorapp.com/en/articles/344-viewing-exercise-performance-over-time)"
General,See Exercise Information,https://help.macrofactorapp.com/en/articles/298-see-exercise-information,"Exercise info includes video demonstrations, written instructions, target muscles, stability and range of motion rankings, equipment requirements, joint actions, and bodyweight contribution details.

**Option 1**

1. Go to the **More** tab.
2. Under **Feature Settings**, tap **Exercises**.
3. Search for an exercise.
4. Tap the exercise to view more information.
5. Tap **Info** to view exercise details.

**Option 2**

1. Go to the **Workout** tab.
2. Tap any program or workout you have created to open it.
3. Locate the exercise you want more information on.
4. Tap the three dots on the right side of the exercise.
5. Tap **Info** to view exercise details.

**Option 3**

1. Go to the **Workout** tab.
2. Start a workout.
3. Tap any exercise in your workout from the top navigation bar.
4. In the action bar, under the exercise title, tap **Info**.
5. The exercise details screen will open automatically, allowing you to view more information.

**Option 4**

1. Search for an exercise when building a workout, building a program, or browsing the exercise database.
2. Tap the exercise name.
3. The exercise details screen will open automatically, allowing you to view more information.

## Read next:

Now that you’ve learned about exercise info, you might enjoy one of these articles next:

[How to Create a Custom Exercise](https://help.macrofactorapp.com/en/articles/328-how-to-create-a-custom-exercise)  
[Searching Exercises](https://help.macrofactorapp.com/en/articles/331-searching-exercises)  
[Accessing Exercise Settings During a Workout](https://help.macrofactorapp.com/en/articles/333-accessing-exercise-options-during-a-workout)"
General,Set Up Your Gym Profiles,https://help.macrofactorapp.com/en/articles/300-set-up-your-gym-profiles,"During onboarding, you create and select a gym profile that acts as your default. You can also create additional gym profiles to match different training environments and make exercise selection more tailored during program and workout creation. 

For example, you might train at a commercial gym during the week but at home on the weekends. You can create separate gym profiles that let you adjust equipment for each setting. You can also edit existing profiles to better reflect what your gym actually has, such as removing free weight racks, adding a Smith machine, or updating available weight increments, bands, or loadable accessories.

**To create a new gym profile**

1. Go to **More** > Feature Settings > **Gym Profiles**.
2. Tap **Add New Gym Profile**.
3. Choose an icon and name for the profile.
4. Select a prefill equipment setup as a starting point.
5. Tap **Save**.
6. Edit the equipment by tapping the **pencil icon** next to your gym profile.

**To edit an existing gym profile**

**Option 1:**

1. Go to **More** > Feature Settings > **Gym Profiles**.
2. Tap the **pencil icon** next to the gym profile you want to edit.
3. Select or deselect the equipment you want to be available.

**Option 2:**

1. Go to the **Workout** tab.
2. Start a workout.
3. Tap the three horizontal lines in the top-left corner of the screen.
4. Select **Gym Settings**.
5. Select or deselect the equipment you want to be available.

**To set a Gym Profile as your default:**

1. Go to **More > Gym Profiles**.
2. Press and hold the Gym Profile you’d like to make the default.
3. Drag it to the top of the list.

The Gym Profile at the top of the list will be used as your default profile.

![](https://staticfiles.gleap.io/gattachments/Evc1kVMCM8XMlQ6O1ZkVXnee8VRMYQqUK7YYRPBPJuTskpwnnCj9fMru8mmMThApvdoJ9ZLDLkg.png)

## Allow or Disallow Exercises

You can configure which exercises are recommended during program creation and which exercises appear as options while using the smart-substitutions feature. To do so:

1. Go to **More** > Feature Settings > **Gym Profiles**.
2. Tap the pencil icon next to the gym profile you want to edit.
3. Tap the three-dot icon in the top right corner of the screen to pull up the **More Gym Options** menu.

Here, you’ll have two options:

**Allow Exercises** lets you make specific exercises available for use, even if the required equipment is not marked as available in that gym profile.

**Disallow Exercises** lets you prevent specific exercises from being recommended, even if the required equipment is marked as available in that gym profile.

4. To add an exercise to either list, tap **Add** next to the option you’d like to configure, then search for and select the exercise.

## Read next:

Now that you’ve learned how to set up your gym profiles, you might enjoy one of these articles next:

[How To Create Custom Exercises](https://help.macrofactorapp.com/en/articles/328-how-to-create-a-custom-exercise)  
[Set or Swap Training Programs](https://help.macrofactorapp.com/en/articles/289-set-or-swap-active-programs)  
[Swap Exercises](https://help.macrofactorapp.com/en/articles/299-swap-exercises)"
General,Change Program Schedule,https://help.macrofactorapp.com/en/articles/301-change-program-schedule,"You can change your program schedule based on how many training and rest days you want in each cycle.

1. Go to the **Workout** tab.
2. Tap the program you want to edit.
3. Tap the **program settings icon** in the top-right corner.

   ![](https://staticfiles.gleap.io/gattachments/r5t9HHfuNT6pyVpqg0yo4ItJK0ec8C9EBsYb0R8quH6YRTwKmHe1qtfrkZqWAYJZaFc4vvZFJJs.png)
4. Scroll down to **Day Order** and tap **Edit**.

   ![](https://staticfiles.gleap.io/gattachments/Eh1LBlmFiO80pveskupiUeAlAwcTrQJfMnahDCs5qe1rKZo40YNyYE0dtrholQDgUfmFb8JoquH.png)
5. Reorder your active workout days by dragging and dropping. By default, only existing workout days can be moved.
6. If you want to add another workout day, first add that workout to your program, then return to the schedule to arrange it.
7. If you want a 7-day schedule, make sure your program includes 7 total days, including workout days and rest days.
8. You can schedule up to 14 unique training days within a single cycle.
9. When finished, tap **Save**.

## Read next:

Now that you’ve learned how to change your program schedule, you might enjoy one of these articles next:

[Change Number of Cycles in a Program](https://help.macrofactorapp.com/en/articles/302-change-number-of-cycles-in-a-program)  
[Starting a New Program](https://help.macrofactorapp.com/en/articles/288-starting-a-new-program)  
[Viewing Workout History](https://help.macrofactorapp.com/en/articles/339-viewing-past-workouts)"
General,Change Number of Cycles in a Program,https://help.macrofactorapp.com/en/articles/302-change-number-of-cycles-in-a-program,"Changing the number of cycles in a program lets you control how long the program runs before it resets. From a preference standpoint, shorter programs can feel easier to commit to or review more often, while longer programs reduce the need for frequent changes. From a training standpoint, shorter cycles can be useful when you want to experiment with new exercises, adjust volume sooner, or run focused blocks, while longer cycles can support consistency, gradual progression, and reduced decision-making over time.

1. Go to the **Workout** tab.
2. Tap the program you want to edit.
3. Tap the **program settings icon** in the top-right corner.

   ![](https://staticfiles.gleap.io/gattachments/tSoPLuuUMosjYCJL4rYEKd92sxnciMYQojtkiTggr49uALNCC4JedSgfKudzwoHqexMFwb4TbEl.png)
4. At the top of the settings screen, adjust the number of cycles using the **+** or **-** buttons.

   ![](https://staticfiles.gleap.io/gattachments/95B44XPJ78cwSE4CuoTkYAgn1tTJ95ysu6M7yJLl6P0jUONF5hS8WULfZ8f0eSMRrJs7hG6B340.png)
5. You can set the number of cycles anywhere from 1 to 52.
6. Tap **X** to save and close program settings.

## Read next:

Now that you’ve learned about changing the number of cycles in a program, you might enjoy one of these articles next:

[Deload First Cycle or Last Cycle](https://help.macrofactorapp.com/en/articles/297-deload-first-cycle-or-last-cycle)  
[Change Program Schedule](https://help.macrofactorapp.com/en/articles/301-change-program-schedule)   
[Add or Remove Exercises to a Program](https://help.macrofactorapp.com/en/articles/292-add-or-remove-exercises-from-a-program)"
General,Change Default Rest Timers,https://help.macrofactorapp.com/en/articles/303-change-default-rest-timers,"Each rest timer has a default duration based on the movement type. For example, lower body compound exercises default to 3:00, while upper body isolation exercises default to 1:30.

**To change default rest timers**

**Option 1:** 

1. Go to **More** > Feature Settings > **Workouts**
2. Scroll down to **Rest Timer,** then tap **Timer Duration**.
3. You’ll find a list of **Default Timers**.
4. Tap **Edit** beside to adjust any default timer durations as desired.
5. Tap **Save** when finished.
6. To return to the original settings, tap **Reset Defaults**.

**Option 2:**

1. Go to the **Workout** tab.
2. Start a workout.
3. Tap the three horizontal lines in the top-left corner of the screen.
4. Select **Workout Settings**.
5. Scroll down to **Rest Timer,** then tap **Timer Duration**.
6. You’ll find a list of **Default Timers**.
7. Tap **Edit** beside to adjust any default timer durations as desired.
8. Tap **Save** when finished.
9. To return to the original settings, tap **Reset Defaults**.

**To add an exercise-specific rest timer**

**Option 1:** 

1. Go to **More** > Feature Settings > **Workouts**
2. Scroll down to **Rest Timer,** then tap **Timer Duration**.
3. Under **Exercise Timers**, next to **Add Exercise Timer**, tap **Add**.
4. Search for and select the exercise you want to customize.
5. Set your desired rest timer duration for that exercise.
6. Tap **Add Custom** **Rest Timer** when finished.

**Option 2:**

1. Go to the **Workout** tab.
2. Start a workout.
3. Tap the exercise you want to add a custom timer to from the top navigation bar.
4. Scroll to the end of the action bar, under the exercise title, tap **More > Exercise Settings**.
5. Next to the **Rest Timer,** tap **Edit**.
6. Set your desired rest timer duration for that exercise.
7. Tap **Save** when finished.

## Read next:

Now that you’ve learned how to change the default rest timer, you might enjoy one of these articles next:

[**Changing Rest Time During a Workout**](https://help.macrofactorapp.com/en/articles/320-changing-rest-time-during-a-workout)[**Customizing Workout Preferences**](https://help.macrofactorapp.com/en/articles/322-customizing-workout-sections)[**Add a Note to Your Workout**](https://help.macrofactorapp.com/en/articles/323-add-a-note-to-your-workout)"
General,Configuring Warm-Ups,https://help.macrofactorapp.com/en/articles/304-configuring-warm-ups,"Smart warm-ups can help improve performance by manually calculating warm-up weights and reps for your session. They also help ease you into heavier sets without overdoing it. The app achieves this by automatically scaling warm-up sets based on the exercise and your current working loads.   
  
Warm-ups will be automatically added to each exercise in your workouts based on the scheme. So, by default, they are turned on.

## Enabling Smart Warm-ups

1. Go to **More** > Feature Settings > **Workouts**

   ![](https://staticfiles.gleap.io/gattachments/BahwCaa2OWnxSsJuhvDfIp87kXsZkHXS3hVXBNvoEHSalprOHRCyBf2nuwY4ROgeX8Znmy0Z6K7.png)
2. Under ‘General’, tap on **Warm-Up**

   ![](https://staticfiles.gleap.io/gattachments/enzw6T3zZTvVv78bklarJvSefzTTieuLjSkHsbcflIx1Gikd6Vxbdmq1UqM2Y1nOc1EnF3R8ofn.png)
3. Under ‘Behavior’, tap **Edit** next to **Warm-Up Automation**.

   ![](https://staticfiles.gleap.io/gattachments/kQImTkzfLPFGHTkNGj78kz2fJ4H0lgaZAureQ2FkXPGi53z0lrhqWXliMXtHGr4QPPXP4aziiDm.png)
4. Select **Smart Warm-Up** if you want warm-up sets to be automatically added based on the weight you’re lifting.

   ![](https://staticfiles.gleap.io/gattachments/7Xw8J0ktbov323COD7pg4Ky7LGXf98ExbadJtjsadpEthaWbKwrkmvdDsAiJH5o4TQwWRFGH6Ww.png)
5. Your warm-ups will now be automatically added to exercises in your workouts.

**Option 2: During a workout**

1. While in an active workout, tap the three horizontal lines in the top-left corner of the screen.

   ![](https://staticfiles.gleap.io/gattachments/9WpXlBgnGzfPHIzg3KO5gvt1TFOpgklPGY2SOx3r1nPaDAgsXm06NCe0MiPwzUdF6r20Unc4POx.png)
2. Select **Workout Settings**.
3. Under **Warm-Up**, toggle **Add Smart Warm-Ups** on or off.

**Option 3: Add a Warm-Up set during a workout**

1. During a workout, tap the exercise you want to add a warm-up to from the top navigation bar.
2. In the action bar, under the exercise title, tap **Warm Up**.

   ![](https://staticfiles.gleap.io/gattachments/w89LRiOtXZ5zH3Km8JYRnlJGaSXiwzxtFqHZkFE2G1JVEbJlB81TiPQLOFf41XGBRyfV4YVeT0s.png)
3. Select the Add a Warm-Up set option.

   ![](https://staticfiles.gleap.io/gattachments/qjGVVuuRyrKhcgiveuz9hfwuBZrDbw2uTQlFraTzGP2xef2KVidGRGoy7dWhxosfb1Z3zgd4Zeg.png)
4. Swipe left on the warm-up set, then tap the red button to remove it.

## Warm-Up Schemes

The **Warm-Up Scheme** feature lets you configure the default warm-up scheme used by the workout warm-up calculator. To get there, go to **More > Workout > Warm-Up > Warm-Up Scheme**.

## Exercise-specific warm-up schemes

You also have the option to create warm-up schemes for specific exercises. These will take precedence over your default warm-up scheme settings.

### To add a specific exercise warm-up scheme

1. While in the **Warm-Up Scheme** menu, tap **Add** next to **Add Exercise Scheme**
2. Search for and select the exercise you’d like to configure
3. Enter the warm-up scheme values, then tap **Done** to save

Warm-up schemes can be customized based on percentages, reps, and reference sets. For example, you might set one warm-up at 40% of your target set, another at 60%, and a final warm-up at 80% for 3 reps before your working sets begin.

## Configure warm-up schemes during an active workout

You can also adjust the warm-up scheme for an exercise while you are in a workout.

1. During a workout, tap the exercise you want to adjust from the top navigation bar
2. In the action bar under the exercise title, tap **Warm Up**
3. Select the **Scheme** toggle
4. Make adjustments to the warm-up scheme, then tap the **X** icon when you’re done

**Note:** Changes made here update the warm-up scheme for that exercise going forward.

## Removing warm-up sets from a workout

You can remove individual warm-up sets from the workout at any time.

**Note:** You can remove individual warm-up sets from the workout at any time by tapping the remove button in the warm-up menu, as shown below. Removing a warm-up set does not change your saved warm-up scheme.

## Hide completed sets

You can choose whether completed warm-up sets remain visible in your workout or are hidden behind the **Warm-Up** menu.

Turn **Hide Completed Sets** on or off under:  
**More > Workout > Warm-Up**

## Read next:

Now that you’ve learned how to remove or add smart warm-ups, you might enjoy one of these articles next:

[Understanding Smart Progressions](https://help.macrofactorapp.com/en/articles/305-understanding-and-using-smart-progressions)  
[How to Log a Workout](https://help.macrofactorapp.com/en/articles/310-how-to-log-a-workout)  
[Workout Settings and Preferences](https://help.macrofactorapp.com/en/articles/322-customizing-workout-sections)"
General,Understanding and Using Smart Progressions,https://help.macrofactorapp.com/en/articles/305-understanding-and-using-smart-progressions,"Smart Progression automatically adjusts your weights and reps during a program based on your performance, RIR targets, and rep ranges. This helps provide more accurate recommendations for the ranges you are aiming to hit, rather than relying on guesswork. Instead of deciding how much weight to use or how many reps to target, the app calculates those values for you.

**Note #1:** The app does not make immediate weight recommendations. You will need to log your training before Smart Progression begins generating recommendations.

**Note #2**: Smart Progression works with both generated programs and programs built from scratch. For programs built from scratch, recommendations are based on the [targets you set](https://help.macrofactorapp.com/en/articles/286-create-a-new-program-via-build-from-scratch) (such as reps and RIR).

## **How to turn smart progression on or off**

1. Go to **More** > Feature Settings > **Workout**
2. Under **Smart Progression**, toggle **Apply in session** on or off.

   ![](https://staticfiles.gleap.io/gattachments/OYUX8FDuThVcUM57MtCmmLUg7iBKhjluQNLhgWAlraXGMhBX0FWWymhEAx6ZuQyhjff2St2iAIq.png)

## **Initial log fill behavior**

Smart Progression can also control how your workout logs are pre-filled based on your workout history and goals or using your previous logged weight.

1. Go to **More** > Feature Settings > **Workout**
2. Scroll to **Smart Progression**.
3. Beside **Initial log fill**, tap **Edit**.

   ![](https://staticfiles.gleap.io/gattachments/FuEiRKv2W8CH2etE8o5UIfQcCDV95Z3DyQWugaBcIRUuUNn1o7yziMvyakA1WoxuX9xR1NohAVm.png)
4. Choose **Smart Progression** values to pre-fill based on your workout history and goals, or **Previous values** to use your last logged workout.

## **Expand Rep Range & Weight Match**

1. Go to **More** > Feature Settings > **Workout**
2. Scroll to **Smart Progression**.

You’ll find two available options:  
  
**Expand Rep Range** - When enabled, this will allow Smart Progression to widen your target rep range when adding or lowering weight alone can’t achieve an optimal result.  
  
For example, let’s say during your last session, you performed 100 lb x 8 reps.  
  
The next time you perform this exercise, if the next weight jump is too large to produce an optimal target, the app may try 100 lb x 9 reps instead of forcing 105 lb x 8 reps  
  
When **Expand Rep Range** is *disabled*, Smart Progression will stay within the original target rep range and prefer changing weight when possible.  
  
**Weight Match** - Prefer matching the previous set’s weight when possible.

For example, let’s say during your last session, you performed 100 x 8 reps. If matching the previous weight can still produce a good target, the app may try 100 lb x 9 reps, instead of 105 lb x 8 reps.

![](https://staticfiles.gleap.io/gattachments/o0u06APfmegQkyx0I30GDmS0fBTjXqsXlW543siTCagG6HFgDOoUyNNrUGPu0C9A2U5IrH1kal9.png)

## **Fixing smart progression warnings or errors**

In some cases, Smart Progression may flag a suboptimal result for a set. This means there is a restriction in your program setup or available equipment that prevents the algorithm from making an optimal recommendation. For example, this can occur when your rep range, RIR target, or available equipment limits possible load selection.

When this happens, **you will see a yellow icon on the Smart Progression wand** in the action bar.

1. Tap the **Smart Progression wand**.

   ![](https://staticfiles.gleap.io/gattachments/wvjAwbDKFI6oYpERUcOz6t28A5aNETfgklhm6gCuar5nHjH8limkTnNbEUCCE4CZeZVPXNpDxmo.png)
2. Tap **Fix** on the Smart Progression warning.

   ![](https://staticfiles.gleap.io/gattachments/kujVgQttbQXjnT2AHWhhFk3RSYfB2WDYkUtdfblA77nMryoAV9hJ2MIcw4dXh8J1FKDldMM0TuT.png)
3. Review the suggested options. In this instance, you have the option to use a fixed-weight straight bar or you can edit your equipment if you have better increment optoins. The app will provide one or more recommended fixes with adjusted weight and rep combinations. When you’ve decided, select the option that best fits your intent, and the workout will update automatically.

   ![](https://staticfiles.gleap.io/gattachments/TnSjSy1MDSd9WltsPNfnHIw0Z7fZjXNmLOYZSZ1Az7zFHRVPLvkIgCFwojY48SuUwOQOebJ5yfv.png)

In some cases, Smart Progression may show a message such as “Progression unavailable within target rep range.” This means the app could not generate a weight recommendation that keeps the next set within the programmed rep range based on your recent performance.

For example, imagine an exercise programmed for 8–10 reps at 2 RIR. If your previous set was 15 reps at the same RIR, increasing the weight enough to reflect that performance might drop the next set below the 8-rep minimum. Because the system cannot generate a recommendation that stays within the programmed range, the Fix wand may appear.

Depending on the situation, the wand may offer different solutions. In some cases, you may see “Get new workout targets,” which recalculates the targets for the workout based on your recent performance. In other situations, the wand may suggest alternative fixes, such as adjusting the weight manually or accepting a recommendation that falls outside the target rep range.

If you encounter these warnings frequently, it may indicate that your logged performance no longer aligns well with the current program targets. In those cases, adjusting parts of your program may help resolve the issue, such as:

* [Adjusting the rep range](https://help.macrofactorapp.com/en/articles/294-change-minimum-and-maximum-reps-for-exercises-in-a-program) for the exercise (making it larger).
* [Changing the RIR](https://help.macrofactorapp.com/en/articles/293-setting-rir-for-exercises-in-a-program) target.
* [Update your gym equipment settings](https://help.macrofactorapp.com/en/articles/300-set-up-your-gym-profiles) to reflect a wider range of weight increments.

## Read next:

Now that you’ve learned how to use smart progressions, you might enjoy one of these articles next:

[How Do I Know What Weight to Start With?](https://help.macrofactorapp.com/en/articles/377-how-do-i-know-what-weight-to-start-with)  
[Why Does The App Recommend Lowering The Weight When I Feel Like I Could Do More?](https://help.macrofactorapp.com/en/articles/373-why-does-the-app-sometimes-recommend-lowering-weight-or-reps)  
[What Should I Do if I Realize Mid-Workout I Cannot Perform an Exercise?](https://help.macrofactorapp.com/en/articles/383-what-should-i-do-if-i-realize-mid-workout-that-i-cannot-perform-an-exercise)"
General,What Does the Smart Progression Wand Mean?,https://help.macrofactorapp.com/en/articles/391-what-does-the-smart-progression-wand-mean,"The [smart progression](https://help.macrofactorapp.com/en/articles/305-understanding-and-using-smart-progressions) wand appears when MacroFactor Workouts is providing context about an exercise recommendation or making an adjustment based on your logged performance.

Tapping the wand opens an explanation of why a recommendation was made and what the app is responding to based on your logged performance and recent workouts.

## **What do the smart progression wand colors mean?**

### **Blue wand**

A blue wand is an **informational notice**. It means the app is providing additional context about a recommendation or explaining how Smart Progression is interpreting your recent sets. No action is required.

You can follow the recommendation as shown or make changes based on your preference.

![](https://staticfiles.gleap.io/gattachments/mYcstdkfgdSIjdqT7p6ErRzQjWWuyOTRfJsXn1WQkCW9pwiZgLRDTXxB3sd2oKQ2gjYTDQpJ16q.png)

### **Yellow wand**

A yellow wand highlights an adjustment you may want to review.

![](https://staticfiles.gleap.io/gattachments/oLgIKMae8tRYBO9TC8zP5ZkhdGIQNcce0e4ZRX8fJPa96DHRxlU8OpzXbGIoiTnCM24eFs7RBNe.png)

This typically appears when Smart Progression makes a recommendation that differs from what you might expect, such as a larger change in reps or weight.

A yellow wand does **not** mean something is wrong. It is simply a prompt to check the explanation and decide whether you want to accept or adjust the recommendation.

**Red Wand**

A red wand appears when the equipment needed to perform the recommended set is not available in your current gym profile. You can either adjust the weight or machine manually or [update your gym equipment settings](https://help.macrofactorapp.com/en/articles/300-set-up-your-gym-profiles) so the recommendation can be completed.

![](https://staticfiles.gleap.io/gattachments/GrRtcFMUib3FXPIi0x5i59v4HMzcWOePdqoEC39txRSDSNDRyrUZKl0mHmmghguyrWZYCzRIOWA.png)

## **How to use the smart progression wand**

1. Tap the wand icon next to the exercise.
2. Read the explanation for the recommendation or adjustment.
3. Decide whether to follow the suggestion or modify the weight or reps.
4. Log what you actually perform. Smart Progression will adapt based on your logged sets.

Ultimately, the Smart Progression wand is a communication tool. Blue wands provide information, while yellow wands flag adjustments worth reviewing and red wands alert to missing equipment.

## Read next:

Now that you’ve learned what the smart progression wand means, you might enjoy one of these articles next:

[Understanding and using smart progressions](https://help.macrofactorapp.com/en/articles/305-understanding-and-using-smart-progressions)

[Changing RIR during logging](https://help.macrofactorapp.com/en/articles/314-changing-rir-during-an-active-workout)

[Why does the app sometimes recommend lowering weight or reps?](https://help.macrofactorapp.com/en/articles/373-why-does-the-app-sometimes-recommend-lowering-weight-or-reps)"
General,Archive or Restore a Program,https://help.macrofactorapp.com/en/articles/306-archive-or-restore-a-program,"Archiving a program lets you remove it from your active workout library without deleting it. This can be useful if you are rotating training blocks or cleaning up your library while keeping programs you may want to use again in the future.

**To archive a program:**

1. Go to the **Workout** tab.
2. Swipe left on the program you want to archive.
3. Tap the **folder icon** to archive the program.
4. The program will be removed from your current workout library and moved to your archive.

**To restore a program:**

1. Go to the **Workout** tab.
2. Under **More**, tap **Archive**.
3. Swipe left on the program you want added back to your workout library.
4. Tap the **folder icon** to unarchive the program.
5. The program will return to your workout library.

## Read next:

Now that you’ve learned how to archive or restore a workout, you might enjoy one of these articles next:

[Viewing Past Workouts](https://help.macrofactorapp.com/en/articles/339-viewing-past-workouts) [Editing Past Workouts](https://help.macrofactorapp.com/en/articles/340-editing-past-workouts)  
[Duplicate a Program](https://help.macrofactorapp.com/en/articles/290-duplicate-a-program)"
